origin,destination,count,iata,name,city,state,country,latitude,longitude,origin_sum,state_group,ori_state_flights
ABE,ATL,853,00M,Thigpen,Bay Springs,MS,USA,31.95376472,-89.23450472,0,MS,22798
ABE,BHM,1,00R,Livingston Municipal,Livingston,TX,USA,30.68586111,-95.01792778,0,TX,747650
ABE,CLE,805,00V,Meadow Lake,Colorado Springs,CO,USA,38.94574889,-104.5698933,0,CO,280855
ABE,CLT,465,01G,Perry-Warsaw,Perry,NY,USA,42.74134667,-78.05208056,0,NY,331333
ABE,CVG,247,01J,Hilliard Airpark,Hilliard,FL,USA,30.6880125,-81.90594389,0,FL,466998
ABE,DTW,997,01M,Tishomingo County,Belmont,MS,USA,34.49166667,-88.20111111,0,AL,46066
ABE,JFK,3,02A,Gragg-Wade,Clanton,AL,USA,32.85048667,-86.61145333,0,WI,75253
ABE,LGA,9,02C,Capitol,Brookfield,WI,USA,43.08751,-88.17786917,0,OH,126215
ABE,ORD,1425,02G,Columbiana County,East Liverpool,OH,USA,40.67331278,-80.64140639,0,MO,132190
ABE,PHL,2,03D,Memphis Memorial,Memphis,MO,USA,40.44725889,-92.22696056,0,MN,135801
ABI,DFW,2660,04M,Calhoun County,Pittsboro,MS,USA,33.93011222,-89.34285194,0,IN,60057
ABQ,AMA,368,04Y,Hawley Municipal,Hawley,MN,USA,46.88384889,-96.35089861,0,NV,198742
ABQ,ATL,1067,05C,Griffith-Merrillville,Griffith,IN,USA,41.51961917,-87.40109333,0,IL,461237
ABQ,AUS,433,05F,Gatesville - City/County,Gatesville,TX,USA,31.42127556,-97.79696778,0,ND,9180
ABQ,BWI,546,05U,Eureka,Eureka,NV,USA,39.60416667,-116.0050597,0,MI,203129
ABQ,CLE,12,06A,Moton  Municipal,Tuskegee,AL,USA,32.46047167,-85.68003611,0,NE,30044
ABQ,CVG,260,06C,Schaumburg,Chicago/Schaumburg,IL,USA,41.98934083,-88.10124278,0,GA,435781
ABQ,DAL,3078,06D,Rolla Municipal,Rolla,ND,USA,48.88434111,-99.62087694,0,DC,0
ABQ,DEN,4318,06M,Eupora Municipal,Eupora,MS,USA,33.53456583,-89.31256917,0,TN,159197
ABQ,DFW,2888,06N,Randall,Middletown,NY,USA,41.43156583,-74.39191722,0,AK,40966
ABQ,ELP,799,06U,Jackpot/Hayden,Jackpot,NV,USA,41.97602222,-114.6580911,0,ME,9776
ABQ,EWR,167,07C,Dekalb County,Auburn,IN,USA,41.30716667,-85.06433333,0,MA,118372
ABQ,HOU,1011,07F,Gladewater Municipal,Gladewater,TX,USA,32.52883861,-94.97174556,0,VT,7005
ABQ,IAD,365,07G,Fitch H Beach,Charlotte,MI,USA,42.57450861,-84.81143139,0,SD,9994
ABQ,IAH,2261,07K,Central City Municipal,Central City,NE,USA,41.11668056,-98.05033639,0,NM,42107
ABQ,LAS,2402,08A,Wetumpka Municipal,Wetumpka,AL,USA,32.52943944,-86.32822139,0,OK,50980
ABQ,LAX,2395,08D,Stanley Municipal,Stanley,ND,USA,48.30079861,-102.4063514,0,KS,14050
ABQ,LBB,366,08K,Harvard State,Harvard,NE,USA,40.65138528,-98.07978667,0,KY,124067
ABQ,MAF,367,08M,Carthage-Leake County,Carthage,MS,USA,32.76124611,-89.53007139,0,IA,27814
ABQ,MCI,670,09A,Butler-Choctaw County,Butler,AL,USA,32.11931306,-88.1274625,0,AR,33668
ABQ,MCO,730,09J,Jekyll Island,Jekyll Island,GA,USA,31.07447222,-81.42777778,0,LA,67181
ABQ,MDW,730,09K,Sargent Municipal,Sargent,NE,USA,41.63695083,-99.34038139,0,CA,824597
ABQ,MSP,677,09M,Charleston Municipal,Charleston,MS,USA,33.99150222,-90.078145,0,WA,127630
ABQ,OAK,1016,09W,South Capitol Street,Washington,DC,USA,38.86872333,-77.00747583,0,VA,210702
ABQ,OKC,229,0A3,Smithville Municipal,Smithville,TN,USA,35.98531194,-85.80931806,0,AZ,231811
ABQ,ONT,446,0A8,Bibb County,Centreville,AL,USA,32.93679056,-87.08888306,0,PA,158485
ABQ,ORD,751,0A9,Elizabethton Municipal,Elizabethton,TN,USA,36.37094306,-82.17374111,0,NJ,138622
ABQ,PDX,366,0AK,Pilot Station,Pilot Station,AK,USA,61.93396417,-162.8929358,0,OR,74207
ABQ,PHX,5265,0B1,Col. Dyke,Bethel,ME,USA,44.42506444,-70.80784778,0,NC,211820
ABQ,SAN,1034,0B4,Hartington Municipal,Hartington,NE,USA,42.60355556,-97.25263889,0,UT,143075
ABQ,SAT,424,0B5,Turners Falls,Montague,MA,USA,42.59136361,-72.52275472,0,MT,20280
ABQ,SEA,721,0B7,Warren-Sugar Bush,Warren,VT,USA,44.11672722,-72.82705806,0,ID,27122
ABQ,SFO,530,0B8,Elizabeth,Fishers Island,NY,USA,41.25130806,-72.03161139,0,CT,29449
ABQ,SLC,2307,0C0,Dacy,Chicago/Harvard,IL,USA,42.40418556,-88.63343222,0,SC,42537
ABQ,SMF,466,0C4,Pender Municipal,Pender,NE,USA,42.11388722,-96.72892556,0,NH,18588
ABQ,STL,366,0D1,South Haven Municipal,South Haven,MI,USA,42.35083333,-86.25613889,0,MD,104074
ABQ,TPA,366,0D8,Gettysburg Municipal,Gettysburg,SD,USA,44.98730556,-99.9535,0,DE,0
ABQ,TUL,230,0.00E+00,Moriarty,Moriarty,NM,USA,34.98560639,-106.0094661,0,WV,3757
ABQ,TUS,719,0.00E+00,Crownpoint,Crownpoint,NM,USA,35.71765889,-108.2015961,0,WY,9663
ABY,ATL,1095,0F2,Bowie Municipal,Bowie,TX,USA,33.60166667,-97.77556,0,PR,23950
ACK,EWR,234,0F4,Loup City Municipal,Loup City,NE,USA,41.29028694,-98.99064278,0,RI,22509
ACK,JFK,223,0F7,Fountainhead Lodge Airpark,Eufaula,OK,USA,35.38898833,-95.60165111,0,NA,4775
ACT,DFW,1993,0F8,William R Pogue Municipal,Sand Springs,OK,USA,36.17528,-96.15181028,0,AS,0
ACV,CEC,362,0F9,Tishomingo Airpark,Tishomingo,OK,USA,34.19592833,-96.67555694,0,CQ,0
ACV,MRY,2,0G0,North Buffalo Suburban,Lockport,NY,USA,43.10318389,-78.70334583,0,GU,0
ACV,SFO,2343,0G3,Tecumseh Municipal,Tecumseh,NE,USA,40.39944417,-96.17139694,0,HI,110161
ACV,SJC,1,0G6,Williams County,Bryan,OH,USA,41.46736111,-84.50655556,0,VI,3408
ACV,SLC,388,0G7,Finger Lakes Regional,Seneca Falls,NY,USA,42.88062278,-76.78162028,0,,
ACV,SMF,618,0H1,Trego Wakeeney,Wakeeney,KS,USA,39.0044525,-99.89289917,0,,
ACY,ATL,113,0I8,Cynthiana-Harrison County,Cynthiana,KY,USA,38.36674167,-84.28410056,0,,
ACY,JFK,1,0J0,Abbeville Municipal,Abbeville,AL,USA,31.60016778,-85.23882222,0,,
ACY,LGA,2,0J4,Florala Municipal,Florala,AL,USA,31.04247361,-86.31156111,0,,
ADK,ANC,102,0J6,Headland Municipal,Headland,AL,USA,31.364895,-85.30965556,0,,
ADQ,ANC,706,0K7,Humboldt Municipal,Humboldt,IA,USA,42.7360825,-94.24524167,0,,
AEX,ATL,983,0L5,Goldfield,Goldfield,NV,USA,37.71798833,-117.2384119,0,,
AEX,DFW,1005,0L7,Jean,Jean,NV,USA,35.76827222,-115.3296378,0,,
AEX,IAH,342,0L9,Echo Bay,Overton,NV,USA,36.31108972,-114.4638672,0,,
AGS,ATL,2380,0M0,Dumas Municipal,Dumas,AR,USA,33.8845475,-91.53429111,0,,
AGS,CLT,16,0M1,Scott,Parsons,TN,USA,35.63778,-88.127995,0,,
AGS,LGA,7,0M4,Benton County,Camden,TN,USA,36.01122694,-88.12328833,0,,
AKN,ANC,78,0M5,Humphreys County,Waverly,TN,USA,36.11659972,-87.73815889,0,,
AKN,DLG,38,0M6,Panola County,Batesville,MS,USA,34.36677444,-89.90008917,0,,
ALB,ATL,1154,0M8,Byerley,Lake Providence,LA,USA,32.82587917,-91.187665,0,,
ALB,BOS,1,0O3,Calaveras Co-Maury Rasmussen,San Andreas,CA,USA,38.14611639,-120.6481733,0,,
ALB,BWI,2297,0O4,Corning Municipal,Corning,CA,USA,39.94376806,-122.1713781,0,,
ALB,CLE,1113,0O5,University,Davis,CA,USA,38.53146222,-121.7864906,0,,
ALB,CLT,956,0Q5,Shelter Cove,Shelter Cove,CA,USA,40.02764333,-124.0733639,0,,
ALB,CVG,914,0Q6,Shingletown,Shingletown,CA,USA,40.52210111,-121.8177683,0,,
ALB,DCA,327,0R0,Columbia-Marion County,Columbia,MS,USA,31.29700806,-89.81282944,0,,
ALB,DTW,1013,0R1,Atmore Municipal,Atmore,AL,USA,31.01621528,-87.44675972,0,,
ALB,EWR,611,0R3,Abbeville Chris Crusta Memorial,Abbeville,LA,USA,29.97576083,-92.08415167,0,,
ALB,FLL,60,0R4,Concordia Parish,Vidalia,LA,USA,31.56683278,-91.50011889,0,,
ALB,JFK,367,0R5,David G Joyce,Winnfield,LA,USA,31.96366222,-92.66026056,0,,
ALB,LAS,366,0R7,Red River,Coushatta,LA,USA,31.99071694,-93.30739306,0,,
ALB,MCO,1037,0S7,Dorothy Scott,Oroville,WA,USA,48.958965,-119.4119622,0,,
ALB,MDW,730,0S9,Jefferson County International,Port Townsend,WA,USA,48.04981361,-122.8012792,0,,
ALB,MSP,57,0V2,Harriet Alexander,Salida,CO,USA,38.53916389,-106.0458483,0,,
ALB,ORD,1630,0V3,Pioneer Village,Minden,NE,USA,40.5149125,-98.94565083,0,,
ALB,PHL,449,0V4,Brookneal/Campbell County,Brookneal,VA,USA,37.14172222,-79.01638889,0,,
ALB,SBN,1,0V6,Mission Sioux,Mission,SD,USA,43.30694778,-100.6281936,0,,
ALB,TPA,391,0V7,Kayenta,Kayenta,AZ,USA,36.70972139,-110.2367978,0,,
ALO,MSP,323,10C,Galt,Chicago/Greenwood/Wonderlake,IL,USA,42.40266472,-88.37588917,0,,
AMA,ABQ,366,10D,Winsted Municipal,Winsted,MN,USA,44.94996278,-94.0669175,0,,
AMA,DAL,2669,10G,Holmes County,Millersburg,OH,USA,40.53716667,-81.95436111,0,,
AMA,DEN,729,10N,Wallkill,Wallkill,NY,USA,41.62787111,-74.13375583,0,,
AMA,DFW,2556,10U,Owyhee,Owyhee,NV,USA,41.95323306,-116.1876014,0,,
AMA,IAH,809,11A,Clayton Municipal,Clayton,AL,USA,31.88329917,-85.48491361,0,,
AMA,LAS,366,11D,Clarion Cty,Clarion,PA,USA,41.22581222,-79.44098972,0,,
AMA,TUL,1,11IS,Schaumburg Heliport,Chicago/Schaumburg,IL,USA,42.04808278,-88.05257194,0,,
ANC,ADK,102,11J,Early County,Blakely,GA,USA,31.39698611,-84.89525694,0,,
ANC,ADQ,706,11R,Brenham Municipal,Brenham,TX,USA,30.219,-96.37427778,0,,
ANC,AKN,116,12C,Rochelle Municipal,Rochelle,IL,USA,41.89300139,-89.07829,0,,
ANC,ATL,115,12D,Tower Municipal,Tower,MN,USA,47.81833333,-92.29166667,0,,
ANC,BET,1035,12J,Brewton Municipal,Brewton,AL,USA,31.05126306,-87.06796833,0,,
ANC,CDV,362,12K,Superior Municipal,Superior,NE,USA,40.04636111,-98.06011111,0,,
ANC,CVG,90,12Y,Le Sueur Municipal,Le Sueur,MN,USA,44.43746472,-93.91274083,0,,
ANC,DEN,451,13C,Lakeview,Lakeview,MI,USA,43.45213722,-85.26480333,0,,
ANC,DFW,153,13K,Eureka Municipal,Eureka,KS,USA,37.8515825,-96.29169806,0,,
ANC,DLG,78,13N,Trinca,Andover,NJ,USA,40.96676444,-74.78016556,0,,
ANC,DTW,96,14J,Carl Folsom,Elba,AL,USA,31.40988861,-86.08883583,0,,
ANC,FAI,3217,14M,Hollandale Municipal,Hollandale,MS,USA,33.18262167,-90.83065444,0,,
ANC,HNL,236,14Y,Todd Field,Long Prairie,MN,USA,45.89857556,-94.87391,0,,
ANC,IAH,207,15F,Haskell Municipal,Haskell,TX,USA,33.19155556,-99.71793056,0,,
ANC,JNU,1163,15J,Cook County,Adel,GA,USA,31.13780556,-83.45308333,0,,
ANC,LAS,237,15M,Luka,Luka,MS,USA,34.7723125,-88.16587444,0,,
ANC,LAX,238,15Z,McCarthy 2,McCarthy,AK,USA,61.43706083,-142.9037372,0,,
ANC,MSP,826,16A,Nunapitchuk,Nunapitchuk,AK,USA,60.90582833,-162.4391158,0,,
ANC,OGG,27,16G,Seneca County,Tiffin,OH,USA,41.09405556,-83.2125,0,,
ANC,OME,365,16J,Dawson Municipal,Dawson,GA,USA,31.74328472,-84.419285,0,,
ANC,ORD,561,16S,Myrtle Creek Municipal,Myrtle Creek,OR,USA,42.99845056,-123.3095092,0,,
ANC,OTZ,725,17G,Port Bucyrus-Crawford County,Bucyrus,OH,USA,40.78141667,-82.97469444,0,,
ANC,PDX,576,17J,Donalsonville Municipal,Donalsonville,GA,USA,31.00694444,-84.87761111,0,,
ANC,PHX,366,17K,Boise City,Boise City,OK,USA,36.77430028,-102.5104364,0,,
ANC,SCC,363,17M,Magee Municipal,Magee,MS,USA,31.86127139,-89.80285361,0,,
ANC,SEA,6257,17N,Cross Keys,Cross Keys,NJ,USA,39.70547583,-75.03300306,0,,
ANC,SFO,181,17Z,Manokotak,Manokotak,AK,USA,58.98896583,-159.0499739,0,,
ANC,SLC,478,18A,Franklin County,Canon,GA,USA,34.34010472,-83.13348333,0,,
ASE,ATL,16,18I,McCreary County,Pine Knot,KY,USA,36.69591306,-84.39160389,0,,
ASE,DEN,3992,19A,Jackson County,Jefferson,GA,USA,34.17402472,-83.56066528,0,,
ASE,GJT,1,19M,C A Moore,Lexington,MS,USA,33.12546111,-90.02555694,0,,
ASE,LAX,334,19N,Camden,Berlin,NJ,USA,39.77842056,-74.94780389,0,,
ASE,MSN,1,19P,Port Protection SPB,Port Protection,AK,USA,56.32880417,-133.6100844,0,,
ASE,ORD,332,1A3,Martin Campbell,Copperhill,TN,USA,35.01619111,-84.34631083,0,,
ASE,PHX,109,1A5,Macon County,Franklin,NC,USA,35.222595,-83.41904389,0,,
ASE,RFD,1,1A6,Middlesboro-Bell County,Middlesboro,KY,USA,36.6106375,-83.73741611,0,,
ASE,SFO,62,1A7,Jackson County,Gainesboro,TN,USA,36.39728139,-85.64164278,0,,
ASE,SLC,459,1A9,Autauga County,Prattville,AL,USA,32.438775,-86.51044778,0,,
ATL,ABE,852,1B0,Dexter Regional,Dexter,ME,USA,45.00839444,-69.23976722,0,,
ATL,ABQ,1064,1B1,Columbia Cty,Hudson,NY,USA,42.29130028,-73.71031944,0,,
ATL,ABY,1095,1B3,Fair Haven,Fair Haven,VT,USA,43.61534389,-73.27455556,0,,
ATL,ACY,113,1B9,Mansfield Municipal,Mansfield,MA,USA,42.00013306,-71.19677139,0,,
ATL,AEX,982,1C5,Clow,Chicago/Plainfield,IL,USA,41.69597444,-88.12923056,0,,
ATL,AGS,2381,1D1,Milbank Municipal,Milbank,SD,USA,45.23053806,-96.56596556,0,,
ATL,ALB,1153,1D2,Canton -Plymouth -  Mettetal,Plymouth,MI,USA,42.35003667,-83.45826833,0,,
ATL,ANC,115,1D3,Platte Municipal,Platte,SD,USA,43.40332833,-98.82952972,0,,
ATL,ASE,16,1D6,Hector Municipal,Hector,MN,USA,44.73107278,-94.71471333,0,,
ATL,ATW,742,1D7,Webster Municipal,Webster,SD,USA,45.29329111,-97.51369889,0,,
ATL,AUS,2255,1D8,Redfield Municipal,Redfield,SD,USA,44.86247611,-98.52953972,0,,
ATL,AVL,1936,1F0,Downtown Ardmore,Ardmore,OK,USA,34.14698917,-97.12265194,0,,
ATL,AVP,584,1F1,Lake Murray State Park,Overbrook,OK,USA,34.07509694,-97.10667917,0,,
ATL,BDL,2140,1F4,Madill Municipal,Madill,OK,USA,34.14040194,-96.81203222,0,,
ATL,BGR,270,1F9,Bridgeport Municipal,Bridgeport,TX,USA,33.17533333,-97.82838889,0,,
ATL,BHM,2871,1G0,Wood County,Bowling Green,OH,USA,41.391,-83.63013889,0,,
ATL,BMI,2509,1G3,Kent State University,Kent,OH,USA,41.15186167,-81.41658306,0,,
ATL,BNA,3096,1G4,Grand Canyon West,Peach Springs,AZ,USA,35.99221,-113.8166164,0,,
ATL,BOI,41,1G5,Freedom,Medina,OH,USA,41.13144444,-81.76491667,0,,
ATL,BOS,5990,1G6,Michael,Cicero,NY,USA,43.18166667,-76.12777778,0,,
ATL,BQK,924,1H0,Creve Coeur,St Louis,MO,USA,38.72752,-90.50830417,0,,
ATL,BTR,2665,1H2,Effingham County Memorial,Effingham,IL,USA,39.07045083,-88.53351972,0,,
ATL,BTV,500,1H3,Linn State Tech. College,Linn,MO,USA,38.47149444,-91.81531667,0,,
ATL,BUF,3578,1H8,Casey Municipal,Casey,IL,USA,39.30250917,-88.00406194,0,,
ATL,BWI,5978,1I5,Freehold,Freehold,NY,USA,42.36425,-74.06596806,0,,
ATL,BZN,60,1I9,Delphi Municipal,Delphi,IN,USA,40.54281417,-86.68167194,0,,
ATL,CAE,2494,1J0,Tri-County,Bonifay,FL,USA,30.84577778,-85.60138889,0,,
ATL,CAK,3902,1K2,Lindsay Municipal,Lindsay,OK,USA,34.85007333,-97.58642028,0,,
ATL,CHA,2082,1K4,David J. Perry,Goldsby,OK,USA,35.1550675,-97.47039389,0,,
ATL,CHO,786,1K5,Waynoka Municipal,Waynoka,OK,USA,36.56670028,-98.85231333,0,,
ATL,CHS,4492,1K9,Satanta Municipal,Satanta,KS,USA,37.45419111,-100.9921119,0,,
ATL,CID,357,1L0,St. John the Baptist Parish,Reserve,LA,USA,30.08720833,-90.58266528,0,,
ATL,CLE,2865,1L1,Lincoln Co,Panaca,NV,USA,37.78746444,-114.4216567,0,,
ATL,CLT,6720,1L7,Escalante Municipal,Escalante,UT,USA,37.74532639,-111.5701653,0,,
ATL,CMH,1796,1L9,Parowan,Parowan,UT,USA,37.85969694,-112.816055,0,,
ATL,COS,589,1M1,North Little Rock Municipal,No Lit Rock,AR,USA,34.83398056,-92.25792778,0,,
ATL,CRP,5,1M2,Belzoni Municipal,Belzoni,MS,USA,33.14518056,-90.51528472,0,,
ATL,CRW,1430,1M4,Posey,Haleyville,AL,USA,34.28034806,-87.60044139,0,,
ATL,CSG,1481,1M5,Portland Municipal,Portland,TN,USA,36.59287528,-86.47691028,0,,
ATL,CVG,2810,1M7,Fulton,Fulton,KY,USA,36.52589417,-88.91561611,0,,
ATL,DAB,2413,1MO,Mountain Grove Memorial,Mountain Grove,MO,USA,37.12071889,-92.311245,0,,
ATL,DAY,4372,1N2,Spadaro,East Moriches,NY,USA,40.82787639,-72.74871083,0,,
ATL,DCA,7289,1N4,Woodbine Muni,Woodbine,NJ,USA,39.21915,-74.794765,0,,
ATL,DEN,5726,1N7,Blairstown,Blairstown,NJ,USA,40.97114556,-74.99747556,0,,
ATL,DFW,9847,1N9,Allentown Queen City Muni,Allentown,PA,USA,40.57027778,-75.48830556,0,,
ATL,DHN,1397,1ND3,Hamry,Kindred,ND,USA,46.6485775,-97.00564306,0,,
ATL,DSM,1114,1O1,Grandfield Municipal,Grandfield,OK,USA,34.23758944,-98.74200917,0,,
ATL,DTW,5612,1O2,Lampson,Lakeport,CA,USA,38.99017472,-122.8997175,0,,
ATL,EGE,110,1O3,Lodi,Lodi,CA,USA,38.20241667,-121.2684167,0,,
ATL,ELP,575,1O4,Thomas Municipal,Thomas,OK,USA,35.73338222,-98.73063833,0,,
ATL,EVV,1150,1O6,Dunsmuir Municipal-Mott,Dunsmuir,CA,USA,41.26320889,-122.2719528,0,,
ATL,EWN,791,1R1,Jena,Jena,LA,USA,31.671005,-92.15846722,0,,
ATL,EWR,8028,1R7,Brookhaven-Lincoln County,Brookhaven,MS,USA,31.6058475,-90.40931583,0,,
ATL,EYW,974,1R8,Bay Minette Municipal,Bay Minette,AL,USA,30.87046278,-87.81738167,0,,
ATL,FAY,2173,1S0,Pierce County,Puyallup,WA,USA,47.10391667,-122.2871944,0,,
ATL,FCA,25,1S3,Tillitt,Forsyth,MT,USA,46.27110639,-106.6239206,0,,
ATL,FLL,7665,1S5,Sunnyside Municipal,Sunnyside,WA,USA,46.32763139,-119.9705964,0,,
ATL,FLO,614,1S6,Priest River Muni,Priest River,ID,USA,48.19018611,-116.9093644,0,,
ATL,FNT,3132,1U7,Bear Lake County,Paris,ID,USA,42.24714972,-111.33826,0,,
ATL,FSD,135,1V0,Navajo State Park,Navajo Dam,NM,USA,36.80833833,-107.6514444,0,,
ATL,FSM,632,1V2,Grant County,Hyannis,NE,USA,42.00942944,-101.7693439,0,,
ATL,FWA,1028,1V5,Boulder Muni,Boulder,CO,USA,40.03942972,-105.2258217,0,,
ATL,GNV,2064,1V6,Fremont County,Canon City,CO,USA,38.42838111,-105.1054994,0,,
ATL,GPT,3441,1V9,Blake,Delta,CO,USA,38.78539722,-108.0636611,0,,
ATL,GRB,93,20A,Robbins,Oneonta,AL,USA,33.97231972,-86.37942722,0,,
ATL,GRK,642,20M,Macon Municipal,Macon,MS,USA,33.13345889,-88.53559806,0,,
ATL,GRR,1352,20N,Kingston-Ulster,Kingston,NY,USA,41.9852525,-73.96409722,0,,
ATL,GSO,2866,20U,Beach,Beach,ND,USA,46.92362444,-103.9785389,0,,
ATL,GSP,2450,20V,McElroy Airfield,Kremmling,CO,USA,40.05367972,-106.3689467,0,,
ATL,GTR,964,21D,Lake Elmo,St Paul,MN,USA,44.99748861,-92.85568111,0,,
ATL,GUC,2,21F,Jacksboro Municipal,Jacksboro,TX,USA,33.228725,-98.14671083,0,,
ATL,HDN,107,22B,Mountain Meadow Airstrip,Burlington,CT,USA,41.77287528,-73.01121667,0,,
ATL,HHH,836,22I,Vinton County,McArthur,OH,USA,39.328125,-82.44182167,0,,
ATL,HNL,637,22M,Pontotoc County,Pontotoc,MS,USA,34.27593833,-89.03839694,0,,
ATL,HOU,3593,22N,Carbon Cty-Jake Arner Memorial,Lehighton,PA,USA,40.80950889,-75.76149639,0,,
ATL,HPN,2155,23J,Herlong,Jacksonville,FL,USA,30.27778889,-81.80594722,0,,
ATL,HSV,2627,23M,Clarke County,Quitman,MS,USA,32.08487111,-88.73893389,0,,
ATL,IAD,5309,23N,Bayport Aerodrome,Bayport,NY,USA,40.75843139,-73.05372083,0,,
ATL,IAH,5268,23R,Devine Municipal,Devine,TX,USA,29.1384075,-98.94189028,0,,
ATL,ICT,3146,24A,Jackson County,Sylva,NC,USA,35.3168625,-83.20936806,0,,
ATL,ILM,1996,24J,Suwannee County,Live Oak,FL,USA,30.30105583,-83.02318778,0,,
ATL,IND,3517,24N,Jicarilla Apache Nation,Dulce,NM,USA,36.828535,-106.8841914,0,,
ATL,ISP,214,25J,Cuthbert-Randolph,Cuthbert,GA,USA,31.70016583,-84.82492194,0,,
ATL,JAC,118,25M,Ripley,Ripley,MS,USA,34.72226778,-89.01504944,0,,
ATL,JAN,2694,25R,International,Edinburg,TX,USA,26.44201083,-98.12945306,0,,
ATL,JAX,5656,26A,Ashland/Lineville,Ashland/Lineville,AL,USA,33.28761417,-85.80412861,0,,
ATL,JFK,1915,26N,Ocean City Muni cipal,Ocean City,NJ,USA,39.26347222,-74.60747222,0,,
ATL,LAS,4766,26R,Jackson County,Edna/Ganado,TX,USA,29.00101,-96.58194667,0,,
ATL,LAW,544,26U,McDermitt State,McDermitt,OR,USA,42.00211083,-117.7231972,0,,
ATL,LAX,5406,27A,Elbert County-Patz,Elberton,GA,USA,34.09519722,-82.81586417,0,,
ATL,LEX,2213,27D,Myers,Canby,MN,USA,44.72801889,-96.26309972,0,,
ATL,LFT,995,27J,Newberry Municipal,Newberry,SC,USA,34.30927778,-81.63972222,0,,
ATL,LGA,10506,27K,Georgetown-Scott County,Georgetown,KY,USA,38.23442528,-84.43468667,0,,
ATL,LIT,2527,28J,Kay Larkin,Palatka,FL,USA,29.65863889,-81.68855556,0,,
ATL,LWB,185,29D,Grove City,Grove City,PA,USA,41.14597611,-80.16592194,0,,
ATL,LYH,625,29G,Portage County,Ravenna,OH,USA,41.210195,-81.25163083,0,,
ATL,MCI,4140,29S,Gardiner,Gardiner,MT,USA,45.04993556,-110.7466008,0,,
ATL,MCN,652,2A0,Mark Anton,Dayton,TN,USA,35.48624611,-84.93109722,0,,
ATL,MCO,9613,2A1,Jamestown Municipal,Jamestown,TN,USA,36.34970833,-84.94664472,0,,
ATL,MDT,1789,2A3,Larsen Bay,Larsen Bay,AK,USA,57.53510667,-153.9784169,0,,
ATL,MDW,3256,2A9,Kotlik,Kotlik,AK,USA,63.03116111,-163.5299278,0,,
ATL,MEI,674,2AK,Lime Village,Lime Village,AK,USA,61.35848528,-155.4403508,0,,
ATL,MEM,4866,2B3,Parlin,Newport,NH,USA,43.38812944,-72.18925417,0,,
ATL,MFE,9,2B7,Pittsfield Municipal,Pittsfield,ME,USA,44.76852778,-69.37441667,0,,
ATL,MGM,2513,2B9,Post Mills,Post Mills,VT,USA,43.884235,-72.25370333,0,,
ATL,MHT,695,2D1,Barber,Alliance,OH,USA,40.97089139,-81.09981889,0,,
ATL,MIA,6628,2D5,Oakes Municipal,Oakes,ND,USA,46.17301972,-98.07987556,0,,
ATL,MKE,3610,2F5,Lamesa Municipal,Lamesa,TX,USA,32.75627778,-101.9194722,0,,
ATL,MLB,2000,2F6,Skiatook Municipal,Skiatook,OK,USA,36.357035,-96.01138556,0,,
ATL,MLI,2590,2F7,Commerce Municipal,Commerce,TX,USA,33.29288889,-95.89641806,0,,
ATL,MLU,983,2F8,Morehouse Memorial,Bastrop,LA,USA,32.75607944,-91.88057194,0,,
ATL,MOB,2224,2G2,Jefferson County Airpark,Steubenville,OH,USA,40.35944306,-80.70007806,0,,
ATL,MSN,384,2G3,Connellsville,Connellsville,PA,USA,39.95893667,-79.65713306,0,,
ATL,MSP,5368,2G4,Garrett County,Oakland,MD,USA,39.58027778,-79.33941667,0,,
ATL,MSY,4695,2G9,Somerset County,Somerset,PA,USA,40.03911111,-79.01455556,0,,
ATL,MTJ,37,2H0,Shelby County,Shelbyville,IL,USA,39.41042861,-88.8454325,0,,
ATL,MYR,1853,2H2,Aurora Memorial Municipal,Aurora,MO,USA,36.96230778,-93.69531111,0,,
ATL,OAJ,1178,2I0,Madisonville Municipal,Madisonville,KY,USA,37.35502778,-87.39963889,0,,
ATL,OAK,90,2I5,Chanute,Rantoul,IL,USA,40.29355556,-88.14236111,0,,
ATL,OKC,1883,2IS,Airglades,Clewiston,FL,USA,26.74200972,-81.04978917,0,,
ATL,OMA,1730,2J2,Liberty County,Hinesville,GA,USA,31.78461111,-81.64116667,0,,
ATL,ONT,796,2J3,Louisville Municipal,Louisville,GA,USA,32.98654083,-82.38568139,0,,
ATL,ORD,7677,2J5,Millen,Millen,GA,USA,32.89376972,-81.96511583,0,,
ATL,ORF,2784,2J9,Quincy Municipal,Quincy,FL,USA,30.59786111,-84.55741667,0,,
ATL,PBI,4263,2K3,Stanton County Municipal,Johnson,KS,USA,37.58271111,-101.73281,0,,
ATL,PDX,1095,2K4,Scott,Mangum,OK,USA,34.89172583,-99.52675667,0,,
ATL,PFN,2548,2K5,Telida,Telida,AK,USA,63.39387278,-153.2689733,0,,
ATL,PHF,4158,2M0,Princeton-Caldwell County,Princeton,KY,USA,37.11560444,-87.85556944,0,,
ATL,PHL,6915,2M2,Lawrenceburg Municipal,Lawrenceburg,TN,USA,35.2343025,-87.25793222,0,,
ATL,PHX,4603,2M3,Sallisaw Municipal,Sallisaw,OK,USA,35.43816667,-94.80277778,0,,
ATL,PIA,622,2M4,G. V. Montgomery,Forest,MS,USA,32.35347778,-89.48867944,0,,
ATL,PIT,4555,2M8,Charles W. Baker,Millington,TN,USA,35.27897583,-89.93147611,0,,
